Accession,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Highest mean condition,Lowest mean condition,Description,20170831_UDMSE_CONTROL_R001,20170831_UDMSE_CONTROL_R002,20170831_UDMSE_CONTROL_R003,20170831_UDMSE_INFECTED_R001,20170831_UDMSE_INFECTED_R002,20170831_UDMSE_INFECTED_R003,20170831_UDMSE_CONTROL_raw_R001,20170831_UDMSE_CONTROL_raw_R002,20170831_UDMSE_CONTROL_raw_R003,20170831_UDMSE_INFECTED__raw_R001,20170831_UDMSE_INFECTED_raw_R002,20170831_UDMSE_INFECTED_raw_003
A0A0D9RD67,4,2,17.5989,0.029321434,0.006432874,1.462485242,0.702905261,I,C,Brain enriched guanylate kinase associated OS=Chlorocebus sabaeus GN=BEGAIN PE=4 SV=1,24680.42205,18040.4358,16773.27771,28854.30222,29465.5064,28689.48663,24680.42205,18040.4358,16773.27771,28854.30222,29465.5064,28689.48663
A0A0D9RP06,17,5,182.7485,0.029426745,0.006448634,1.10295974,0.70196349,C,I,Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta OS=Chlorocebus sabaeus GN=YWHAB PE=3 SV=1,97701.70205,94261.71518,104017.1866,89170.97124,88777.50082,90402.75892,97701.70205,94261.71518,104017.1866,89170.97124,88777.50082,90402.75892
A0A0D9S2F4,2,2,9.5061,0.029624915,0.006484684,1.40057249,0.700198136,I,C,Keratin 9 OS=Chlorocebus sabaeus GN=KRT9 PE=3 SV=1,4272.961168,5983.293429,5521.150999,7006.994647,7481.089337,7609.31626,4272.961168,5983.293429,5521.150999,7006.994647,7481.089337,7609.31626
A0A0D9R8B1,15,7,92.6925,0.029786813,0.006512721,1.042009566,0.698762485,I,C,RuvB-like helicase OS=Chlorocebus sabaeus GN=RUVBL1 PE=3 SV=1,100999.8918,98514.57207,102320.9588,105278.6446,105569.1549,103667.5981,100999.8918,98514.57207,102320.9588,105278.6446,105569.1549,103667.5981
A0A0D9SBL4;A0A0D9SC16,5,3,30.4801,0.029862266,0.006521816,1.138986949,0.698095416,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,15156.20968,16836.36552,16474.26194,13938.82565,14827.99897,13785.75876,15156.20968,16836.36552,16474.26194,13938.82565,14827.99897,13785.75876
A0A0D9RNP7,6,3,29.8923,0.029967329,0.006537349,2.129543577,0.697168679,I,C,Promyelocytic leukemia OS=Chlorocebus sabaeus GN=PML PE=4 SV=1,6846.484308,15831.69397,11248.07925,24773.48608,25087.29885,22386.65887,6846.484308,15831.69397,11248.07925,24773.48608,25087.29885,22386.65887
REVERSE11069,2,2,11.1808,0.030143096,0.006568254,1.267314458,0.695623785,C,I,Reversed Sequence 11069,13962.4407,12194.95841,15229.58325,11383.76385,10973.37324,10300.09498,13962.4407,12194.95841,15229.58325,11383.76385,10973.37324,10300.09498
A0A0D9R1H5,21,15,239.3568,0.030247579,0.006583574,1.062958539,0.694708694,C,I,Fructose-bisphosphate aldolase OS=Chlorocebus sabaeus GN=ALDOA PE=3 SV=1,431259.8717,431163.2593,455071.1439,415546.0248,409639.9103,414273.7682,431259.8717,431163.2593,455071.1439,415546.0248,409639.9103,414273.7682
A0A0D9RDJ3,14,7,91.3608,0.030707233,0.006676077,1.104247445,0.69071148,I,C,Perilipin OS=Chlorocebus sabaeus GN=PLIN3 PE=3 SV=1,48491.01086,49656.29411,53575.44276,55795.44622,55342.52868,56401.48164,48491.01086,49656.29411,53575.44276,55795.44622,55342.52868,56401.48164
REVERSE12747,28,11,138.2425,0.031358902,0.00681007,1.287315172,0.685123192,C,I,Reversed Sequence 12747,82145.92309,80563.19609,101253.9961,71011.9123,66037.65194,67999.76712,82145.92309,80563.19609,101253.9961,71011.9123,66037.65194,67999.76712
A0A0D9SDK6,20,3,240.7984,0.031643134,0.006864057,1.148174641,0.682714272,C,I,Annexin OS=Chlorocebus sabaeus GN=ANXA2 PE=3 SV=1,49077.24181,51567.67463,55597.83771,45226.19257,43705.84491,47147.22137,49077.24181,51567.67463,55597.83771,45226.19257,43705.84491,47147.22137
A0A0D9R4H8;A0A0D9R4H6,27,1,327.9937,0.032320404,0.007003085,1.401255593,0.677042732,C,I,Tubulin beta chain OS=Chlorocebus sabaeus GN=TUBB2B PE=3 SV=1,7387.025081,9392.522155,9514.857185,5563.880324,6267.120911,6933.886871,7387.025081,9392.522155,9514.857185,5563.880324,6267.120911,6933.886871
A0A0D9S4U3,48,34,350.1118,0.032519475,0.007038302,1.199966431,0.675393787,C,I,Fatty acid synthase OS=Chlorocebus sabaeus GN=FASN PE=4 SV=1,399486.3469,467844.9247,474574.1793,378791.5708,367961.1128,371533.1421,399486.3469,467844.9247,474574.1793,378791.5708,367961.1128,371533.1421
A0A0D9S6D9,8,7,68.4446,0.032678391,0.007064759,1.119806223,0.674083289,C,I,Ribosomal protein S5 OS=Chlorocebus sabaeus GN=RPS5 PE=3 SV=1,91246.65619,98299.42179,101837.0821,88795.51578,84780.14465,86632.89548,91246.65619,98299.42179,101837.0821,88795.51578,84780.14465,86632.89548
A0A0D9S7B8,1,1,8.0608,0.033005182,0.007127408,2.245415393,0.671404562,I,C,ELAV-like protein OS=Chlorocebus sabaeus GN=ELAVL4 PE=3 SV=1,1561.743863,816.5021879,1912.08284,3764.342821,2963.092457,2906.135257,1561.743863,816.5021879,1912.08284,3764.342821,2963.092457,2906.135257
A0A0D9RHY6;A0A0D9SB20,1,1,5.1797,0.033247321,0.007171658,1.479946085,0.669433637,I,C,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,2056.689685,2667.024687,2636.420999,4294.706659,3356.82476,3241.072104,2056.689685,2667.024687,2636.420999,4294.706659,3356.82476,3241.072104
A0A0D9RJI9,2,1,10.4314,0.033461419,0.007209766,1.156828244,0.667700727,C,I,Superoxide dismutase OS=Chlorocebus sabaeus GN=SOD2 PE=3 SV=1,8663.91688,7718.555408,7979.499563,6897.596447,7435.866457,6725.818783,8663.91688,7718.555408,7979.499563,6897.596447,7435.866457,6725.818783
A0A0D9RZT2,1,1,5.5905,0.033601223,0.0072318,1.379625243,0.666574067,C,I,Acidic nuclear phosphoprotein 32 family member E OS=Chlorocebus sabaeus GN=ANP32E PE=4 SV=1,8579.328433,10497.74014,11973.03256,7749.514657,7310.809194,7445.861274,8579.328433,10497.74014,11973.03256,7749.514657,7310.809194,7445.861274
A0A0D9R740,15,14,166.0625,0.033895935,0.007287087,1.119590894,0.664211656,C,I,Annexin OS=Chlorocebus sabaeus GN=ANXA1 PE=3 SV=1,235573.1676,224093.3017,252166.0601,209399.0041,215552.3033,210845.6906,235573.1676,224093.3017,252166.0601,209399.0041,215552.3033,210845.6906
REVERSE6875,4,2,25.8971,0.033988874,0.007298921,1.100892412,0.663470194,C,I,Reversed Sequence 6875,148064.4052,134699.5384,146462.2082,129164.436,130005.7661,130719.0798,148064.4052,134699.5384,146462.2082,129164.436,130005.7661,130719.0798
A0A0D9QZN3,9,5,120.8353,0.034235003,0.00734359,1.350059396,0.661514691,C,I,Nucleoside diphosphate kinase OS=Chlorocebus sabaeus GN=NME2 PE=3 SV=1,187536.3972,144539.9311,141075.3601,117024.8669,113622.9519,119819.4938,187536.3972,144539.9311,141075.3601,117024.8669,113622.9519,119819.4938
A0A0D9S9G6,3,2,18.6658,0.034388522,0.007368315,1.230917013,0.660300926,C,I,Heterogeneous nuclear ribonucleoprotein A0 OS=Chlorocebus sabaeus GN=HNRNPA0 PE=4 SV=1,8948.986493,8285.112629,7827.898853,7489.569785,6235.659896,6635.198934,8948.986493,8285.112629,7827.898853,7489.569785,6235.659896,6635.198934
A0A0D9S5P1,7,2,72.0162,0.034570351,0.007399044,1.49878628,0.658869185,C,I,Protein S100 OS=Chlorocebus sabaeus GN=S100A6 PE=3 SV=1,16745.40139,20352.04405,25640.67575,13992.78015,13638.03932,14228.46495,16745.40139,20352.04405,25640.67575,13992.78015,13638.03932,14228.46495
A0A0D9RP53,1,1,5.1518,0.034706013,0.007419836,1.15879982,0.657805091,C,I,Glyoxalase domain containing 4 OS=Chlorocebus sabaeus GN=GLOD4 PE=4 SV=1,12037.58513,13766.84401,13175.57808,11628.97372,10694.6801,11314.60409,12037.58513,13766.84401,13175.57808,11628.97372,10694.6801,11314.60409
A0A0D9R9H4,11,4,73.9348,0.034985947,0.007469199,1.133251671,0.65562041,I,C,Nicotinate phosphoribosyltransferase OS=Chlorocebus sabaeus GN=NAPRT PE=4 SV=1,61069.72787,53547.40297,55002.64455,63576.21256,63988.95838,64656.72298,61069.72787,53547.40297,55002.64455,63576.21256,63988.95838,64656.72298
A0A0D9QXZ5,7,3,35.2639,0.035015155,0.007469199,2.349494433,0.655393311,C,I,Anamorsin OS=Chlorocebus sabaeus GN=CIAPIN1 PE=3 SV=1,34982.54546,31222.66626,15694.79222,12694.43588,10765.6111,11398.51781,34982.54546,31222.66626,15694.79222,12694.43588,10765.6111,11398.51781
A0A0D9R6C1;A0A0D9SA85;A0A0D9SCK0;A0A0D9SCK2;A0A0D9SCK7;A0A0D9SCL5;A0A0D9SCK4;A0A0D9SCM2,13,1,166.8246,0.035053232,0.007469199,Infinity,0.655097501,C,I,Histone H2B OS=Chlorocebus sabaeus GN=HIST1H2BD PE=3 SV=1,21957.78997,13027.29165,8.797574728,0,0,0,21957.78997,13027.29165,8.797574728,0,0,0
A0A0D9QZG3,1,1,12.2352,0.035324452,0.007518673,1.104065268,0.652998337,I,C,Single-strand-selective monofunctional uracil-DNA glycosylase 1 OS=Chlorocebus sabaeus GN=SMUG1 PE=4 SV=1,68601.40643,68754.91436,74242.72975,80727.44839,76744.24992,76147.46414,68601.40643,68754.91436,74242.72975,80727.44839,76744.24992,76147.46414
A0A0D9R4D4,6,2,30.5206,0.035445604,0.007536133,1.104184607,0.652065088,I,C,Serpin family B member 9 OS=Chlorocebus sabaeus GN=SERPINB9 PE=3 SV=1,7729.951589,7443.052305,7729.276817,7951.284675,8629.477872,8707.583281,7729.951589,7443.052305,7729.276817,7951.284675,8629.477872,8707.583281
A0A0D9RPB8,19,15,159.6545,0.035507553,0.007540981,1.270288434,0.651588935,C,I,Calpastatin OS=Chlorocebus sabaeus GN=CAST PE=4 SV=1,221671.7789,173431.6702,182931.951,149716.3317,151840.6723,153485.634,221671.7789,173431.6702,182931.951,149716.3317,151840.6723,153485.634
A0A0D9S5H6,19,9,182.837,0.036461658,0.007735082,1.103172146,0.644344348,C,I,Tropomyosin 3 OS=Chlorocebus sabaeus GN=TPM3 PE=3 SV=1,167545.8308,178245.3356,184839.4306,158096.6736,164567.4586,158340.2145,167545.8308,178245.3356,184839.4306,158096.6736,164567.4586,158340.2145
A0A0D9RQ31,5,4,19.4967,0.036587413,0.007753221,1.205577694,0.643401756,C,I,Chondroitin sulfate proteoglycan 4 OS=Chlorocebus sabaeus GN=CSPG4 PE=4 SV=1,18200.08718,20023.64268,21991.14278,16629.82903,15961.19812,17355.87625,18200.08718,20023.64268,21991.14278,16629.82903,15961.19812,17355.87625
A0A0D9SCQ4,2,1,13.8216,0.036843077,0.007798819,1.241354372,0.641494124,I,C,Ring finger protein 148 OS=Chlorocebus sabaeus GN=RNF148 PE=4 SV=1,3663.222215,3442.011749,3854.805305,4696.130651,4008.975063,4900.186944,3663.222215,3442.011749,3854.805305,4696.130651,4008.975063,4900.186944
A0A0D9QXQ1,5,5,33.3538,0.037087431,0.007841926,1.10144204,0.639681682,C,I,Programmed cell death 5 OS=Chlorocebus sabaeus GN=PDCD5 PE=4 SV=1,25553.25893,27651.75826,25158.13712,24223.82115,23401.50995,23520.6316,25553.25893,27651.75826,25158.13712,24223.82115,23401.50995,23520.6316
A0A0D9RC78,7,3,70.7768,0.037220434,0.007861419,1.20358931,0.63869956,I,C,Ribosomal protein OS=Chlorocebus sabaeus PE=3 SV=1,19830.28165,18404.18373,22347.3932,25212.187,24439.11006,23264.38029,19830.28165,18404.18373,22347.3932,25212.187,24439.11006,23264.38029
A0A0D9RSH2,7,7,37.9049,0.037290136,0.007867514,1.098850932,0.638186105,C,I,Drebrin like OS=Chlorocebus sabaeus GN=DBNL PE=4 SV=1,89971.63892,88997.85268,97468.49396,85383.4097,82382.94492,83803.69698,89971.63892,88997.85268,97468.49396,85383.4097,82382.94492,83803.69698
A0A0D9RYX2,3,2,14.5092,0.037477345,0.007898361,1.089495698,0.636811211,I,C,Ecto-NOX disulfide-thiol exchanger 1 OS=Chlorocebus sabaeus GN=ENOX1 PE=4 SV=1,33874.90178,32467.90271,35454.52807,36480.4267,36561.69136,37865.63787,33874.90178,32467.90271,35454.52807,36480.4267,36561.69136,37865.63787
A0A0D9RBD8,14,7,186.7082,0.037892483,0.007977124,1.116062635,0.633783945,C,I,Nucleophosmin OS=Chlorocebus sabaeus GN=NPM1 PE=4 SV=1,396851.4536,396842.4153,440342.6356,364949.9572,366308.3224,374447.1403,396851.4536,396842.4153,440342.6356,364949.9572,366308.3224,374447.1403
A0A0D9S7A1,5,2,27.2175,0.038113999,0.008011956,1.127200682,0.632180662,C,I,Origin recognition complex subunit 1 OS=Chlorocebus sabaeus GN=ORC1 PE=4 SV=1,12978.98608,14229.24649,13901.23552,12830.4665,11700.91244,11939.02846,12978.98608,14229.24649,13901.23552,12830.4665,11700.91244,11939.02846
A0A0D9R7E7,31,2,404.9437,0.038141127,0.008011956,1.118264107,0.631984887,I,C,Tubulin beta chain OS=Chlorocebus sabaeus GN=TUBB PE=3 SV=1,249697.9339,257828.4677,280893.8247,294569.8284,287613.0908,299479.1207,249697.9339,257828.4677,280893.8247,294569.8284,287613.0908,299479.1207
A0A0D9RUY0,8,4,46.2467,0.038388457,0.008055126,1.114997085,0.6302057,C,I,Poly(ADP-ribose) polymerase 1 OS=Chlorocebus sabaeus GN=PARP1 PE=4 SV=1,44696.70471,47247.34288,50263.39003,42509.36729,41749.99484,43281.27414,44696.70471,47247.34288,50263.39003,42509.36729,41749.99484,43281.27414
REVERSE6685,7,4,33.2384,0.038907086,0.008155067,1.164253608,0.626508098,I,C,Reversed Sequence 6685,165562.0669,186909.0517,188633.8089,207635.3715,201089.0181,221258.9746,165562.0669,186909.0517,188633.8089,207635.3715,201089.0181,221258.9746
A0A0D9S8F2,3,2,16.551,0.039021474,0.008170153,1.494604739,0.625698546,I,C,Regulator of chromosome condensation 2 OS=Chlorocebus sabaeus GN=RCC2 PE=4 SV=1,2426.479676,3109.870125,2375.02214,3957.643807,3260.90054,4605.829645,2426.479676,3109.870125,2375.02214,3957.643807,3260.90054,4605.829645
A0A0D9R5X8,2,2,10.4848,0.039341857,0.00822829,1.140677202,0.623442526,C,I,Hypoxanthine phosphoribosyltransferase 1 OS=Chlorocebus sabaeus GN=HPRT1 PE=4 SV=1,10788.33539,11648.01957,10076.7713,9672.744136,9333.504205,9497.105818,10788.33539,11648.01957,10076.7713,9672.744136,9333.504205,9497.105818
A0A0D9RH37,12,10,111.6572,0.040232774,0.008405497,1.064373026,0.617256002,C,I,Peroxiredoxin 6 OS=Chlorocebus sabaeus GN=PRDX6 PE=4 SV=1,77052.95623,80853.91193,76016.30437,72480.43512,72725.51326,74569.60667,77052.95623,80853.91193,76016.30437,72480.43512,72725.51326,74569.60667
A0A0D9RCJ1,5,1,35.1997,0.04148686,0.008658112,1.207408315,0.608758487,C,I,ArfGAP with SH3 domain_ ankyrin repeat and PH domain 1 OS=Chlorocebus sabaeus GN=ASAP1 PE=4 SV=1,7561.876514,8584.985314,6959.272215,6493.347053,6426.159907,6217.460845,7561.876514,8584.985314,6959.272215,6493.347053,6426.159907,6217.460845
A0A0D9RDI1,5,3,25.8709,0.041624011,0.008677334,1.301560578,0.607843745,C,I,NOP2 nucleolar protein OS=Chlorocebus sabaeus GN=NOP2 PE=3 SV=1,18906.6359,17960.11799,17427.16453,12440.04221,12825.28758,16449.14693,18906.6359,17960.11799,17427.16453,12440.04221,12825.28758,16449.14693
A0A0D9QVC7,3,3,15.3614,0.041714984,0.008686898,1.256148596,0.607238552,I,C,Nuclear transport factor 2 OS=Chlorocebus sabaeus GN=NUTF2 PE=4 SV=1,5246.610965,5670.174968,5737.682708,6232.385418,6767.289632,7920.812348,5246.610965,5670.174968,5737.682708,6232.385418,6767.289632,7920.812348
A0A0D9R359,2,2,9.2075,0.041781492,0.008691351,7.927015028,0.606796896,I,C,Myotubularin related protein 10 OS=Chlorocebus sabaeus GN=MTMR10 PE=3 SV=1,711.3985812,489.1456033,3580.906278,24908.95749,7011.94504,5981.727147,711.3985812,489.1456033,3580.906278,24908.95749,7011.94504,5981.727147
A0A0D9QYV3,2,2,8.8562,0.041926622,0.008712133,1.307153122,0.605835427,C,I,Transmembrane protease serine OS=Chlorocebus sabaeus GN=TMPRSS11A PE=3 SV=1,8537.429591,6357.394358,7312.626281,5917.811824,5624.444754,5446.91619,8537.429591,6357.394358,7312.626281,5917.811824,5624.444754,5446.91619
A0A0D9R3L0,4,4,20.2676,0.042014534,0.008720993,1.088205034,0.605254539,I,C,Coactivator associated arginine methyltransferase 1 OS=Chlorocebus sabaeus GN=CARM1 PE=3 SV=1,15173.83478,15152.08229,15670.15189,15835.82442,17262.24801,16955.08137,15173.83478,15152.08229,15670.15189,15835.82442,17262.24801,16955.08137
A0A0D9QUU6,7,2,44.9724,0.042067948,0.008722681,1.247344191,0.604902163,C,I,Calcium-transporting ATPase OS=Chlorocebus sabaeus GN=ATP2B1 PE=3 SV=1,24111.71342,21245.66473,23468.31927,16401.17969,18204.74851,20571.86305,24111.71342,21245.66473,23468.31927,16401.17969,18204.74851,20571.86305
A0A0D9RJC4,7,4,46.2419,0.042471147,0.008796814,1.164821617,0.602255794,C,I,Microtubule associated protein RP/EB family member 1 OS=Chlorocebus sabaeus GN=MAPRE1 PE=4 SV=1,25589.3232,24900.13854,29013.5329,23680.66678,22386.80657,22185.89133,25589.3232,24900.13854,29013.5329,23680.66678,22386.80657,22185.89133
A0A0D9S7M1,3,2,13.1936,0.042525005,0.008798508,1.445084087,0.601904104,I,C,CTP synthase OS=Chlorocebus sabaeus GN=CTPS1 PE=3 SV=1,2208.996054,2188.914714,1676.463683,2566.333214,3433.61885,2778.029794,2208.996054,2188.914714,1676.463683,2566.333214,3433.61885,2778.029794
A0A0D9R4W5,3,2,15.6014,0.042700217,0.008825281,1.096820233,0.600762898,I,C,Cancer antigen 1 OS=Chlorocebus sabaeus GN=CAGE1 PE=4 SV=1,34844.99232,31582.6072,33518.29022,35789.465,36332.81447,37500.39464,34844.99232,31582.6072,33518.29022,35789.465,36332.81447,37500.39464
A0A0D9R445,6,5,28.0598,0.042755203,0.008827174,3.549546901,0.600405675,C,I,Kelch like ECH associated protein 1 OS=Chlorocebus sabaeus GN=KEAP1 PE=4 SV=1,24753.52862,46577.56074,93321.74104,15291.16733,15734.91569,15360.9165,24753.52862,46577.56074,93321.74104,15291.16733,15734.91569,15360.9165
A0A0D9R473,5,4,35.2156,0.043072596,0.008883181,1.234941664,0.598352213,I,C,Follistatin like 1 OS=Chlorocebus sabaeus GN=FSTL1 PE=4 SV=1,17126.22663,18210.37032,18251.15538,23497.42999,23498.55624,19181.76181,17126.22663,18210.37032,18251.15538,23497.42999,23498.55624,19181.76181
A0A0D9RAT5,5,3,28.5189,0.043195974,0.008899099,1.132857736,0.597557882,C,I,Splicing factor 3a subunit 1 OS=Chlorocebus sabaeus GN=SF3A1 PE=4 SV=1,21080.67435,21894.26964,19453.04712,18933.28402,18674.90634,17498.45643,21080.67435,21894.26964,19453.04712,18933.28402,18674.90634,17498.45643
A0A0D9R5I8;A0A0D9S503,6,4,38.5657,0.043267956,0.008904405,1.382066319,0.597095451,I,C,Ubiquilin 1 OS=Chlorocebus sabaeus GN=UBQLN1 PE=4 SV=1,27334.6003,40266.05774,35416.35151,45921.9188,48233.69757,48220.72286,27334.6003,40266.05774,35416.35151,45921.9188,48233.69757,48220.72286
A0A0D9R4K8,3,1,18.8155,0.043434166,0.008929071,1.248235953,0.596030482,C,I,Family with sequence similarity 217 member A OS=Chlorocebus sabaeus GN=FAM217A PE=4 SV=1,4667.326637,5357.733595,5903.283074,4059.558978,4195.089421,4506.034606,4667.326637,5357.733595,5903.283074,4059.558978,4195.089421,4506.034606
A0A0D9R6L7,1,1,4.2874,0.044215752,0.009076965,2.011130914,0.59107456,C,I,U2 small nuclear RNA auxiliary factor 1 like 5 OS=Chlorocebus sabaeus GN=U2AF1L5 PE=4 SV=1,2322.680917,1990.426736,2077.935405,1585.378308,945.4645097,646.9926044,2322.680917,1990.426736,2077.935405,1585.378308,945.4645097,646.9926044
A0A0D9RXQ9,14,10,108.6127,0.044247822,0.009076965,1.075905759,0.590873017,C,I,Synaptotagmin binding cytoplasmic RNA interacting protein OS=Chlorocebus sabaeus GN=SYNCRIP PE=4 SV=1,107261.4684,112396.054,115871.1585,105024.3034,105208.2378,101624.4018,107261.4684,112396.054,115871.1585,105024.3034,105208.2378,101624.4018
A0A0D9RUC9,11,6,64.9189,0.044837492,0.009188145,1.085200008,0.587192361,C,I,Janus kinase and microtubule interacting protein 1 OS=Chlorocebus sabaeus GN=JAKMIP1 PE=4 SV=1,88126.21179,82824.74697,87137.60464,80538.33801,81281.55152,76005.91352,88126.21179,82824.74697,87137.60464,80538.33801,81281.55152,76005.91352
A0A0D9R4X7,8,2,39.1552,0.045533933,0.009320944,1.12601471,0.582905586,I,C,EH domain containing 1 OS=Chlorocebus sabaeus GN=EHD1 PE=3 SV=1,25995.31391,25688.45519,28816.50983,30504.68544,29050.81938,31088.99339,25995.31391,25688.45519,28816.50983,30504.68544,29050.81938,31088.99339
A0A0D9RTD5,2,1,11.34,0.04571923,0.00934894,1.23640218,0.581775866,I,C,Adhesion regulating molecule 1 OS=Chlorocebus sabaeus GN=ADRM1 PE=4 SV=1,3003.582681,3085.909354,3657.248917,4138.371234,4225.629559,3686.890963,3003.582681,3085.909354,3657.248917,4138.371234,4225.629559,3686.890963
A0A0D9S6J3,4,3,43.8456,0.045857482,0.009366981,1.088444646,0.580935901,C,I,Proteasome subunit alpha type OS=Chlorocebus sabaeus GN=PSMA5 PE=3 SV=1,51858.3751,56814.11015,56144.63601,50725.10477,49840.82042,50858.51506,51858.3751,56814.11015,56144.63601,50725.10477,49840.82042,50858.51506
A0A0D9S1Y5,2,2,10.7897,0.045904715,0.009366981,1.515681154,0.580649505,I,C,Vasodilator-stimulated phosphoprotein OS=Chlorocebus sabaeus GN=VASP PE=3 SV=1,5588.47883,7482.584502,4763.336996,10270.86312,8649.667838,8110.733506,5588.47883,7482.584502,4763.336996,10270.86312,8649.667838,8110.733506
A0A0D9REY3,5,2,30.2048,0.046067027,0.00938124,1.338691512,0.579667537,C,I,Acidic nuclear phosphoprotein 32 family member B OS=Chlorocebus sabaeus GN=ANP32B PE=4 SV=1,17621.14111,14074.34299,14396.55256,11181.19014,13072.45367,10177.01944,17621.14111,14074.34299,14396.55256,11181.19014,13072.45367,10177.01944
A0A0D9RSZ9,12,7,65.621,0.046071998,0.00938124,1.078400133,0.579637515,C,I,Leucine zipper and EF-hand containing transmembrane protein 1 OS=Chlorocebus sabaeus GN=LETM1 PE=4 SV=1,42443.72311,44699.65518,45957.04895,40186.25753,41862.29366,41375.42031,42443.72311,44699.65518,45957.04895,40186.25753,41862.29366,41375.42031
A0A0D9SA91,11,4,63.2746,0.046892762,0.009538283,1.147317338,0.574724397,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,30791.2436,35847.82092,34175.50392,29439.30866,28397.42105,30033.09072,30791.2436,35847.82092,34175.50392,29439.30866,28397.42105,30033.09072
A0A0D9RL86,5,4,41.3649,0.047100201,0.009570371,1.134825608,0.573496193,I,C,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,33225.44037,31701.02297,29706.81324,34173.29967,37913.11902,35305.84693,33225.44037,31701.02297,29706.81324,34173.29967,37913.11902,35305.84693
A0A0D9RBT7,6,4,30.4299,0.048260327,0.009795766,1.120323105,0.56672569,I,C,DExD/H-box helicase 58 OS=Chlorocebus sabaeus GN=DDX58 PE=4 SV=1,9437.16855,9872.166517,10460.70926,11658.87584,11088.53623,10604.65642,9437.16855,9872.166517,10460.70926,11658.87584,11088.53623,10604.65642
A0A0D9QYR0,5,4,39.9308,0.048359898,0.009805644,1.257425659,0.566152247,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,71732.67473,71298.25907,56404.58441,52236.79411,53002.46298,53366.95292,71732.67473,71298.25907,56404.58441,52236.79411,53002.46298,53366.95292
REVERSE133,5,2,30.8785,0.048427608,0.009809048,1.212881463,0.565762972,C,I,Reversed Sequence 133,11177.17088,10310.27768,9848.216368,7839.486414,8413.074759,9583.158053,11177.17088,10310.27768,9848.216368,7839.486414,8413.074759,9583.158053
